Canton;Type of holder;Vehicle group / type;Fuel;TIME_PERIOD;OBS_VALUE
Schaffhausen;Legal entity;Passenger car;Petrol: conventional;2023;3010
Schaffhausen;Legal entity;Passenger car;Petrol: conventional;2022;2782
Schaffhausen;Legal entity;Passenger car;Petrol: conventional;2021;2941
Schaffhausen;Legal entity;Passenger car;Petrol: conventional;2020;3027
Schaffhausen;Legal entity;Passenger car;Petrol: conventional;2019;2932
Schaffhausen;Legal entity;Passenger car;Petrol: conventional;2018;3084
Schaffhausen;Legal entity;Passenger car;Petrol: conventional;2017;2942
Schaffhausen;Legal entity;Passenger car;Petrol: conventional;2016;2910
Graubünden;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2024;1726
Graubünden;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2023;1407
Graubünden;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2022;1171
Graubünden;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2021;815
Graubünden;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2020;432
Graubünden;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2019;246
Graubünden;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2018;188
Graubünden;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2017;112
Graubünden;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2016;78
Valais;Legal entity;Passenger car;Gas (mono- and bi-fuel);2024;41
Valais;Legal entity;Passenger car;Gas (mono- and bi-fuel);2023;44
Valais;Legal entity;Passenger car;Gas (mono- and bi-fuel);2022;36
Valais;Legal entity;Passenger car;Gas (mono- and bi-fuel);2021;37
Valais;Legal entity;Passenger car;Gas (mono- and bi-fuel);2020;42
Valais;Legal entity;Passenger car;Gas (mono- and bi-fuel);2019;36
Valais;Legal entity;Passenger car;Gas (mono- and bi-fuel);2018;40
Valais;Legal entity;Passenger car;Gas (mono- and bi-fuel);2017;42
Valais;Legal entity;Passenger car;Gas (mono- and bi-fuel);2016;40
Graubünden;Natural person;Passenger car;Gas (mono- and bi-fuel);2016;68
Graubünden;Natural person;Passenger car;Gas (mono- and bi-fuel);2025;71
Graubünden;Natural person;Passenger car;Gas (mono- and bi-fuel);2024;77
Graubünden;Natural person;Passenger car;Gas (mono- and bi-fuel);2023;81
Graubünden;Natural person;Passenger car;Gas (mono- and bi-fuel);2022;83
Graubünden;Natural person;Passenger car;Gas (mono- and bi-fuel);2021;85
Graubünden;Natural person;Passenger car;Gas (mono- and bi-fuel);2020;87
Graubünden;Natural person;Passenger car;Gas (mono- and bi-fuel);2019;87
Graubünden;Natural person;Passenger car;Gas (mono- and bi-fuel);2018;87
Zurich;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2024;25
Zurich;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2023;25
Zurich;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2022;20
Zurich;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2021;14
Zurich;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2020;10
Zurich;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2019;7
Zurich;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2018;2
Zurich;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2017;2
Zurich;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2016;2
Zurich;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2022;3794
Zurich;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2021;2556
Zurich;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2020;1239
Zurich;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2019;713
Zurich;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2018;478
Zurich;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2017;441
Zurich;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2016;419
Zurich;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2025;8815
Zurich;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2024;6886
Basel-Stadt;Legal entity;Passenger car;Diesel: conventional;2024;3918
Basel-Stadt;Legal entity;Passenger car;Diesel: conventional;2023;4221
Basel-Stadt;Legal entity;Passenger car;Diesel: conventional;2022;4206
Basel-Stadt;Legal entity;Passenger car;Diesel: conventional;2021;4753
Basel-Stadt;Legal entity;Passenger car;Diesel: conventional;2020;5104
Basel-Stadt;Legal entity;Passenger car;Diesel: conventional;2019;5124
Basel-Stadt;Legal entity;Passenger car;Diesel: conventional;2018;5437
Basel-Stadt;Legal entity;Passenger car;Diesel: conventional;2017;6390
Basel-Stadt;Legal entity;Passenger car;Diesel: conventional;2016;6398
Glarus;Natural person;Passenger car;Petrol: conventional;2024;13006
Glarus;Natural person;Passenger car;Petrol: conventional;2023;13259
Glarus;Natural person;Passenger car;Petrol: conventional;2022;13357
Glarus;Natural person;Passenger car;Petrol: conventional;2021;13637
Glarus;Natural person;Passenger car;Petrol: conventional;2020;13740
Glarus;Natural person;Passenger car;Petrol: conventional;2019;13176
Glarus;Natural person;Passenger car;Petrol: conventional;2018;13919
Glarus;Natural person;Passenger car;Petrol: conventional;2017;14053
Glarus;Natural person;Passenger car;Petrol: conventional;2016;14147
St. Gallen;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2019;1
St. Gallen;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2025;11
St. Gallen;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2024;11
St. Gallen;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2023;14
St. Gallen;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2022;9
St. Gallen;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2021;7
No data/unknown;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2023;1
Basel-Landschaft;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2021;1
Basel-Landschaft;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2025;9
Basel-Landschaft;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2024;8
Basel-Landschaft;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2023;5
Nidwalden;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2024;147
Nidwalden;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2023;127
Nidwalden;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2022;84
Nidwalden;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2021;55
Nidwalden;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2020;29
Nidwalden;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2019;15
Nidwalden;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2018;5
Nidwalden;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2017;3
Nidwalden;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2016;3
Bern;Legal entity;Passenger car;Petrol: conventional;2023;29550
Bern;Legal entity;Passenger car;Petrol: conventional;2022;28167
Bern;Legal entity;Passenger car;Petrol: conventional;2021;30227
Bern;Legal entity;Passenger car;Petrol: conventional;2020;30321
Bern;Legal entity;Passenger car;Petrol: conventional;2019;28980
Bern;Legal entity;Passenger car;Petrol: conventional;2018;30523
Bern;Legal entity;Passenger car;Petrol: conventional;2017;31299
Bern;Legal entity;Passenger car;Petrol: conventional;2016;31652
Bern;Legal entity;Passenger car;Petrol: conventional;2025;27403
Geneva;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2021;460
Geneva;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2020;246
Geneva;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2019;162
Geneva;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2018;91
Geneva;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2017;88
Geneva;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2016;78
Geneva;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2025;1576
Geneva;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2024;1288
Geneva;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2023;975
Thurgau;Natural person;Passenger car;Diesel: conventional;2016;36043
Thurgau;Natural person;Passenger car;Diesel: conventional;2025;40814
Thurgau;Natural person;Passenger car;Diesel: conventional;2024;41796
Thurgau;Natural person;Passenger car;Diesel: conventional;2023;42506
Thurgau;Natural person;Passenger car;Diesel: conventional;2022;43293
Thurgau;Natural person;Passenger car;Diesel: conventional;2021;43465
Thurgau;Natural person;Passenger car;Diesel: conventional;2020;43251
Thurgau;Natural person;Passenger car;Diesel: conventional;2019;41109
Thurgau;Natural person;Passenger car;Diesel: conventional;2018;40808
Obwalden;Natural person;Passenger car;Battery electric vehicle (BEV);2024;594
Obwalden;Natural person;Passenger car;Battery electric vehicle (BEV);2023;442
Obwalden;Natural person;Passenger car;Battery electric vehicle (BEV);2022;339
Obwalden;Natural person;Passenger car;Battery electric vehicle (BEV);2021;212
Obwalden;Natural person;Passenger car;Battery electric vehicle (BEV);2020;140
Obwalden;Natural person;Passenger car;Battery electric vehicle (BEV);2019;97
Obwalden;Natural person;Passenger car;Battery electric vehicle (BEV);2018;66
Obwalden;Natural person;Passenger car;Battery electric vehicle (BEV);2017;43
Obwalden;Natural person;Passenger car;Battery electric vehicle (BEV);2016;28
Solothurn;Legal entity;Passenger car;Gas (mono- and bi-fuel);2022;154
Solothurn;Legal entity;Passenger car;Gas (mono- and bi-fuel);2021;158
Solothurn;Legal entity;Passenger car;Gas (mono- and bi-fuel);2020;163
Solothurn;Legal entity;Passenger car;Gas (mono- and bi-fuel);2019;145
Solothurn;Legal entity;Passenger car;Gas (mono- and bi-fuel);2018;118
Solothurn;Legal entity;Passenger car;Gas (mono- and bi-fuel);2017;119
Solothurn;Legal entity;Passenger car;Gas (mono- and bi-fuel);2016;118
Solothurn;Legal entity;Passenger car;Gas (mono- and bi-fuel);2025;88
Solothurn;Legal entity;Passenger car;Gas (mono- and bi-fuel);2024;126
Vaud;Natural person;Passenger car;Petrol: conventional;2023;249805
Vaud;Natural person;Passenger car;Petrol: conventional;2022;254153
Vaud;Natural person;Passenger car;Petrol: conventional;2021;260317
Vaud;Natural person;Passenger car;Petrol: conventional;2020;264098
Vaud;Natural person;Passenger car;Petrol: conventional;2019;255782
Vaud;Natural person;Passenger car;Petrol: conventional;2018;265461
Vaud;Natural person;Passenger car;Petrol: conventional;2017;264653
Vaud;Natural person;Passenger car;Petrol: conventional;2016;262287
Vaud;Natural person;Passenger car;Petrol: conventional;2025;236478
Jura;Legal entity;Passenger car;Petrol: conventional;2024;2184
Jura;Legal entity;Passenger car;Petrol: conventional;2023;2248
Jura;Legal entity;Passenger car;Petrol: conventional;2022;2130
Jura;Legal entity;Passenger car;Petrol: conventional;2021;2234
Jura;Legal entity;Passenger car;Petrol: conventional;2020;2249
Jura;Legal entity;Passenger car;Petrol: conventional;2019;2187
Jura;Legal entity;Passenger car;Petrol: conventional;2018;2266
Jura;Legal entity;Passenger car;Petrol: conventional;2017;2099
Jura;Legal entity;Passenger car;Petrol: conventional;2016;2025
Basel-Landschaft;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2016;1462
Basel-Landschaft;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2025;9430
Basel-Landschaft;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2024;7518
Basel-Landschaft;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2023;6027
Basel-Landschaft;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2022;4949
Basel-Landschaft;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2021;3828
Basel-Landschaft;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2020;2736
Basel-Landschaft;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2019;2115
Basel-Landschaft;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2018;1819
Neuchâtel;Legal entity;Passenger car;Diesel: conventional;2016;2989
Neuchâtel;Legal entity;Passenger car;Diesel: conventional;2025;2932
Neuchâtel;Legal entity;Passenger car;Diesel: conventional;2024;3109
Neuchâtel;Legal entity;Passenger car;Diesel: conventional;2023;3315
Neuchâtel;Legal entity;Passenger car;Diesel: conventional;2022;3410
Neuchâtel;Legal entity;Passenger car;Diesel: conventional;2021;3742
Neuchâtel;Legal entity;Passenger car;Diesel: conventional;2020;3792
Neuchâtel;Legal entity;Passenger car;Diesel: conventional;2019;3574
Neuchâtel;Legal entity;Passenger car;Diesel: conventional;2018;3592
St. Gallen;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2016;301
St. Gallen;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2025;3236
St. Gallen;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2024;2716
St. Gallen;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2023;2186
St. Gallen;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2022;1334
St. Gallen;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2021;1175
St. Gallen;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2020;806
St. Gallen;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2019;510
St. Gallen;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2018;426
Thurgau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2016;125
Thurgau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2025;3132
Thurgau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2024;2444
Thurgau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2023;1939
Thurgau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2022;1532
Thurgau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2021;993
Thurgau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2020;538
Thurgau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2019;388
Thurgau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2018;289
Nidwalden;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2024;286
Nidwalden;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2023;247
Nidwalden;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2022;169
Nidwalden;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2021;146
Nidwalden;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2020;87
Nidwalden;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2019;53
Nidwalden;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2018;37
Nidwalden;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2017;33
Nidwalden;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2016;31
Basel-Landschaft;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2024;1054
Basel-Landschaft;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2023;727
Basel-Landschaft;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2022;573
Basel-Landschaft;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2021;377
Basel-Landschaft;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2020;204
Basel-Landschaft;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2019;104
Basel-Landschaft;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2018;67
Basel-Landschaft;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2017;63
Basel-Landschaft;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2016;58
Lucerne;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2024;1710
Lucerne;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2023;1271
Lucerne;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2022;927
Lucerne;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2021;628
Lucerne;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2020;315
Lucerne;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2019;166
Lucerne;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2018;114
Lucerne;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2017;92
Lucerne;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2016;86
Appenzell Innerrhoden;Legal entity;Passenger car;Other;2024;2
Appenzell Innerrhoden;Legal entity;Passenger car;Other;2023;2
Appenzell Innerrhoden;Legal entity;Passenger car;Other;2022;1
Appenzell Innerrhoden;Legal entity;Passenger car;Other;2021;1
Appenzell Innerrhoden;Legal entity;Passenger car;Other;2020;1
Appenzell Innerrhoden;Legal entity;Passenger car;Other;2019;1
Appenzell Innerrhoden;Legal entity;Passenger car;Other;2018;2
Appenzell Innerrhoden;Legal entity;Passenger car;Other;2017;2
Appenzell Innerrhoden;Legal entity;Passenger car;Other;2016;1
Basel-Landschaft;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2024;65
Basel-Landschaft;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2023;54
Basel-Landschaft;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2022;49
Basel-Landschaft;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2021;39
Basel-Landschaft;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2020;25
Basel-Landschaft;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2019;24
Basel-Landschaft;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2018;19
Basel-Landschaft;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2017;16
Basel-Landschaft;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2016;13
Lucerne;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2024;10336
Lucerne;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2023;8243
Lucerne;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2022;6814
Lucerne;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2021;5191
Lucerne;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2020;3792
Lucerne;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2019;2973
Lucerne;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2018;2632
Lucerne;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2017;2364
Lucerne;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2016;2075
Graubünden;Natural person;Passenger car;Battery electric vehicle (BEV);2024;3399
Graubünden;Natural person;Passenger car;Battery electric vehicle (BEV);2023;2552
Graubünden;Natural person;Passenger car;Battery electric vehicle (BEV);2022;1788
Graubünden;Natural person;Passenger car;Battery electric vehicle (BEV);2021;1094
Graubünden;Natural person;Passenger car;Battery electric vehicle (BEV);2020;643
Graubünden;Natural person;Passenger car;Battery electric vehicle (BEV);2019;423
Graubünden;Natural person;Passenger car;Battery electric vehicle (BEV);2018;268
Graubünden;Natural person;Passenger car;Battery electric vehicle (BEV);2017;183
Graubünden;Natural person;Passenger car;Battery electric vehicle (BEV);2016;125
Glarus;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2016;5
Glarus;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2025;343
Glarus;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2024;272
Glarus;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2023;214
Glarus;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2022;174
Glarus;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2021;118
Glarus;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2020;49
Glarus;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2019;31
Glarus;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2018;31
St. Gallen;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2024;1302
St. Gallen;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2023;1038
St. Gallen;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2022;685
St. Gallen;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2021;481
St. Gallen;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2020;251
St. Gallen;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2019;124
St. Gallen;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2018;68
St. Gallen;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2017;53
St. Gallen;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2016;68
Neuchâtel;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2021;232
Neuchâtel;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2020;121
Neuchâtel;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2019;49
Neuchâtel;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2018;41
Neuchâtel;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2017;30
Neuchâtel;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2016;20
Neuchâtel;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2025;586
Neuchâtel;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2024;469
Neuchâtel;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2023;429
Zurich;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2016;8126
Zurich;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2025;49200
Zurich;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2024;39818
Zurich;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2023;32168
Zurich;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2022;26925
Zurich;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2021;21104
Zurich;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2020;15437
Zurich;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2019;12177
Zurich;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2018;10456
Solothurn;Legal entity;Passenger car;Diesel: conventional;2024;6960
Solothurn;Legal entity;Passenger car;Diesel: conventional;2023;7307
Solothurn;Legal entity;Passenger car;Diesel: conventional;2022;7257
Solothurn;Legal entity;Passenger car;Diesel: conventional;2021;7819
Solothurn;Legal entity;Passenger car;Diesel: conventional;2020;8086
Solothurn;Legal entity;Passenger car;Diesel: conventional;2019;7916
Solothurn;Legal entity;Passenger car;Diesel: conventional;2018;8135
Solothurn;Legal entity;Passenger car;Diesel: conventional;2017;7195
Solothurn;Legal entity;Passenger car;Diesel: conventional;2016;6874
Graubünden;Natural person;Passenger car;Diesel: conventional;2024;36039
Graubünden;Natural person;Passenger car;Diesel: conventional;2023;37356
Graubünden;Natural person;Passenger car;Diesel: conventional;2022;38481
Graubünden;Natural person;Passenger car;Diesel: conventional;2021;39074
Graubünden;Natural person;Passenger car;Diesel: conventional;2020;38899
Graubünden;Natural person;Passenger car;Diesel: conventional;2019;37391
Graubünden;Natural person;Passenger car;Diesel: conventional;2018;37494
Graubünden;Natural person;Passenger car;Diesel: conventional;2017;35380
Graubünden;Natural person;Passenger car;Diesel: conventional;2016;33512
Schaffhausen;Legal entity;Passenger car;Diesel: conventional;2022;2456
Schaffhausen;Legal entity;Passenger car;Diesel: conventional;2021;2641
Schaffhausen;Legal entity;Passenger car;Diesel: conventional;2020;2716
Schaffhausen;Legal entity;Passenger car;Diesel: conventional;2019;2661
Schaffhausen;Legal entity;Passenger car;Diesel: conventional;2018;2807
Schaffhausen;Legal entity;Passenger car;Diesel: conventional;2017;2557
Schaffhausen;Legal entity;Passenger car;Diesel: conventional;2016;2466
Schaffhausen;Legal entity;Passenger car;Diesel: conventional;2025;2244
Schaffhausen;Legal entity;Passenger car;Diesel: conventional;2024;2338
Zug;Legal entity;Passenger car;Gas (mono- and bi-fuel);2024;18
Zug;Legal entity;Passenger car;Gas (mono- and bi-fuel);2023;20
Zug;Legal entity;Passenger car;Gas (mono- and bi-fuel);2022;24
Zug;Legal entity;Passenger car;Gas (mono- and bi-fuel);2021;28
Zug;Legal entity;Passenger car;Gas (mono- and bi-fuel);2020;31
Zug;Legal entity;Passenger car;Gas (mono- and bi-fuel);2019;32
Zug;Legal entity;Passenger car;Gas (mono- and bi-fuel);2018;41
Zug;Legal entity;Passenger car;Gas (mono- and bi-fuel);2017;40
Zug;Legal entity;Passenger car;Gas (mono- and bi-fuel);2016;47
Bern;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2021;3
Bern;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2025;7
Bern;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2024;8
Bern;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2023;7
Ticino;Natural person;Passenger car;Diesel: conventional;2024;41767
Ticino;Natural person;Passenger car;Diesel: conventional;2023;44504
Ticino;Natural person;Passenger car;Diesel: conventional;2022;48174
Ticino;Natural person;Passenger car;Diesel: conventional;2021;51113
Ticino;Natural person;Passenger car;Diesel: conventional;2020;53502
Ticino;Natural person;Passenger car;Diesel: conventional;2019;53998
Ticino;Natural person;Passenger car;Diesel: conventional;2018;57415
Ticino;Natural person;Passenger car;Diesel: conventional;2017;57060
Ticino;Natural person;Passenger car;Diesel: conventional;2016;55326
Basel-Landschaft;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2023;663
Basel-Landschaft;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2022;408
Basel-Landschaft;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2021;357
Basel-Landschaft;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2020;213
Basel-Landschaft;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2019;124
Basel-Landschaft;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2018;94
Basel-Landschaft;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2017;62
Basel-Landschaft;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2016;51
Basel-Landschaft;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2025;857
Bern;Legal entity;Passenger car;Diesel: conventional;2016;33376
Bern;Legal entity;Passenger car;Diesel: conventional;2025;24903
Bern;Legal entity;Passenger car;Diesel: conventional;2024;26670
Bern;Legal entity;Passenger car;Diesel: conventional;2023;28239
Bern;Legal entity;Passenger car;Diesel: conventional;2022;27988
Bern;Legal entity;Passenger car;Diesel: conventional;2021;30512
Bern;Legal entity;Passenger car;Diesel: conventional;2020;31648
